01,590,
02,580,
03,512,
04,697,
05,580,
06,574,
07,526,
08,629,
09,528,
10,487,
11,559,
12,542,
13,603,
14,574,
15,533,
16,592,
17,546,
18,541,
19,577,
20,596,
21,548,
22,544,
23,499,
24,476,
25,473,
26,517,
27,448,
28,472,
29,481,
30,908,
31,436,
