01,499,
02,546,
03,543,
04,531,
05,562,
06,496,
07,521,
08,513,
09,516,
10,523,
11,516,
12,520,
13,520,
14,525,
15,411,
16,514,
17,518,
18,475,
19,500,
20,475,
21,535,
22,464,
