01,497,
02,482,
03,505,
04,539,
05,533,
06,480,
07,540,
08,518,
09,537,
10,530,
11,531,
12,491,
13,471,
14,483,
15,543,
16,484,
17,469,
18,489,
19,495,
20,430,
21,499,
22,446,
23,477,
24,468,
25,462,
26,493,
27,409,
28,446,
29,463,
30,464,
