01,849,
02,785,
03,834,
04,736,
05,818,
06,743,
07,853,
08,764,
09,767,
10,773,
11,740,
12,737,
13,806,
14,771,
15,767,
16,676,
17,771,
18,750,
19,720,
20,703,
21,757,
22,676,
23,762,
24,764,
25,794,
26,799,
27,813,
28,897,
29,784,
30,713,
31,628,
