01,623,
02,556,
03,579,
04,593,
05,479,
06,594,
07,551,
08,549,
09,605,
10,581,
11,557,
12,514,
13,509,
14,548,
15,564,
16,578,
17,531,
18,580,
19,453,
20,544,
21,529,
22,562,
23,557,
24,599,
25,582,
26,533,
27,542,
28,601,
29,566,
30,623,
31,708,
