01,830,
02,779,
03,813,
04,753,
05,781,
06,830,
07,743,
08,787,
09,806,
10,757,
11,754,
12,790,
13,703,
14,733,
15,742,
16,727,
17,784,
18,828,
19,791,
20,773,
21,754,
22,768,
23,826,
24,836,
25,796,
26,753,
27,828,
28,822,
29,729,
30,800,
