01,537,
02,599,
03,658,
04,631,
05,600,
06,612,
07,656,
08,570,
09,660,
10,603,
11,619,
12,626,
13,670,
14,647,
15,549,
16,620,
17,613,
18,562,
19,539,
20,601,
21,583,
22,539,
23,595,
24,596,
25,614,
26,541,
27,565,
28,562,
29,576,
30,584,
