01,529,
02,422,
03,416,
04,486,
05,529,
06,532,
07,575,
08,585,
09,576,
10,517,
11,553,
12,535,
13,554,
14,530,
15,553,
16,570,
17,536,
18,478,
19,572,
20,506,
21,546,
22,562,
23,517,
24,466,
25,548,
26,615,
27,516,
28,536,
29,521,
30,507,
