01,788,
02,745,
03,748,
04,854,
05,813,
06,829,
07,803,
08,815,
09,836,
10,873,
11,801,
12,866,
13,765,
14,768,
15,781,
16,863,
17,832,
18,841,
19,847,
20,785,
21,800,
22,870,
23,773,
24,837,
25,791,
26,813,
27,788,
28,770,
29,824,
30,861,
31,887,
