01,551,
02,510,
03,583,
04,618,
05,562,
06,537,
07,587,
08,594,
09,526,
10,563,
11,493,
12,491,
13,534,
14,580,
15,505,
16,522,
17,575,
18,544,
19,594,
20,515,
21,524,
22,537,
23,489,
24,555,
25,529,
26,491,
27,537,
28,509,
29,505,
30,445,
31,533,
